Genome	Similarity	evaluation_type	Tree_genome	metric	value
Methanothermobacter_thermautotrophicus_str._Delta_H	92.5	consensus	Evolved	#_contigs	446.0
Methanothermobacter_thermautotrophicus_str._Delta_H	92.5	strain	Ancestor	#_contigs	NA
Methanothermobacter_thermautotrophicus_str._Delta_H	92.5	strain	Evolved	#_contigs	445.0
Methanothermobacter_thermautotrophicus_str._Delta_H	93.0	consensus	Ancestor	#_contigs	NA
Methanothermobacter_thermautotrophicus_str._Delta_H	93.0	consensus	Evolved	#_contigs	596.0
Methanothermobacter_thermautotrophicus_str._Delta_H	93.0	strain	Ancestor	#_contigs	NA
Methanothermobacter_thermautotrophicus_str._Delta_H	93.0	strain	Evolved	#_contigs	596.0
Methanothermobacter_thermautotrophicus_str._Delta_H	93.5	consensus	Ancestor	#_contigs	NA
Methanothermobacter_thermautotrophicus_str._Delta_H	93.5	consensus	Evolved	#_contigs	792.0
Methanothermobacter_thermautotrophicus_str._Delta_H	93.5	strain	Ancestor	#_contigs	NA
Methanothermobacter_thermautotrophicus_str._Delta_H	93.5	strain	Evolved	#_contigs	792.0
Methanothermobacter_thermautotrophicus_str._Delta_H	94.0	consensus	Ancestor	#_contigs	NA
Methanothermobacter_thermautotrophicus_str._Delta_H	94.0	consensus	Evolved	#_contigs	1054.0
Methanothermobacter_thermautotrophicus_str._Delta_H	94.0	strain	Ancestor	#_contigs	NA
Methanothermobacter_thermautotrophicus_str._Delta_H	94.0	strain	Evolved	#_contigs	1052.0
Methanothermobacter_thermautotrophicus_str._Delta_H	94.5	consensus	Ancestor	#_contigs	NA
Methanothermobacter_thermautotrophicus_str._Delta_H	94.5	consensus	Evolved	#_contigs	1332.0
Methanothermobacter_thermautotrophicus_str._Delta_H	94.5	strain	Ancestor	#_contigs	NA
Methanothermobacter_thermautotrophicus_str._Delta_H	94.5	strain	Evolved	#_contigs	1326.0
Methanothermobacter_thermautotrophicus_str._Delta_H	95.0	consensus	Ancestor	#_contigs	NA
Methanothermobacter_thermautotrophicus_str._Delta_H	95.0	consensus	Evolved	#_contigs	1760.0
Methanothermobacter_thermautotrophicus_str._Delta_H	95.0	strain	Ancestor	#_contigs	NA
Methanothermobacter_thermautotrophicus_str._Delta_H	95.0	strain	Evolved	#_contigs	1754.0
Methanothermobacter_thermautotrophicus_str._Delta_H	95.5	consensus	Ancestor	#_contigs	NA
Methanothermobacter_thermautotrophicus_str._Delta_H	95.5	consensus	Evolved	#_contigs	2126.0
Methanothermobacter_thermautotrophicus_str._Delta_H	95.5	strain	Ancestor	#_contigs	NA
Methanothermobacter_thermautotrophicus_str._Delta_H	95.5	strain	Evolved	#_contigs	2111.0
Methanothermobacter_thermautotrophicus_str._Delta_H	96.0	consensus	Ancestor	#_contigs	2543.0
Methanothermobacter_thermautotrophicus_str._Delta_H	96.0	consensus	Evolved	#_contigs	NA
Methanothermobacter_thermautotrophicus_str._Delta_H	96.0	strain	Ancestor	#_contigs	2506.0
Methanothermobacter_thermautotrophicus_str._Delta_H	96.0	strain	Evolved	#_contigs	NA
Methanothermobacter_thermautotrophicus_str._Delta_H	96.5	consensus	Ancestor	#_contigs	NA
Methanothermobacter_thermautotrophicus_str._Delta_H	96.5	consensus	Evolved	#_contigs	2880.0
Methanothermobacter_thermautotrophicus_str._Delta_H	96.5	strain	Ancestor	#_contigs	NA
Methanothermobacter_thermautotrophicus_str._Delta_H	96.5	strain	Evolved	#_contigs	2803.0
Methanothermobacter_thermautotrophicus_str._Delta_H	97.0	consensus	Ancestor	#_contigs	NA
Methanothermobacter_thermautotrophicus_str._Delta_H	97.0	consensus	Evolved	#_contigs	3144.0
Methanothermobacter_thermautotrophicus_str._Delta_H	97.0	strain	Ancestor	#_contigs	NA
Methanothermobacter_thermautotrophicus_str._Delta_H	97.0	strain	Evolved	#_contigs	2972.0
Methanothermobacter_thermautotrophicus_str._Delta_H	97.5	consensus	Ancestor	#_contigs	NA
Methanothermobacter_thermautotrophicus_str._Delta_H	97.5	consensus	Evolved	#_contigs	3240.0
Methanothermobacter_thermautotrophicus_str._Delta_H	97.5	strain	Ancestor	#_contigs	NA
Methanothermobacter_thermautotrophicus_str._Delta_H	97.5	strain	Evolved	#_contigs	2906.0
Methanothermobacter_thermautotrophicus_str._Delta_H	98.0	consensus	Ancestor	#_contigs	NA
Methanothermobacter_thermautotrophicus_str._Delta_H	98.0	consensus	Evolved	#_contigs	3011.0
Methanothermobacter_thermautotrophicus_str._Delta_H	98.0	strain	Ancestor	#_contigs	NA
Methanothermobacter_thermautotrophicus_str._Delta_H	98.0	strain	Evolved	#_contigs	2512.0
Methanothermobacter_thermautotrophicus_str._Delta_H	98.5	consensus	Ancestor	#_contigs	NA
Methanothermobacter_thermautotrophicus_str._Delta_H	98.5	consensus	Evolved	#_contigs	2432.0
Methanothermobacter_thermautotrophicus_str._Delta_H	98.5	strain	Ancestor	#_contigs	NA
Methanothermobacter_thermautotrophicus_str._Delta_H	98.5	strain	Evolved	#_contigs	1796.0
Methanothermobacter_thermautotrophicus_str._Delta_H	99.0	consensus	Ancestor	#_contigs	NA
Methanothermobacter_thermautotrophicus_str._Delta_H	99.0	consensus	Evolved	#_contigs	1454.0
Methanothermobacter_thermautotrophicus_str._Delta_H	99.0	strain	Ancestor	#_contigs	NA
Methanothermobacter_thermautotrophicus_str._Delta_H	99.0	strain	Evolved	#_contigs	922.0
Methanothermobacter_thermautotrophicus_str._Delta_H	99.5	consensus	Ancestor	#_contigs	NA
Methanothermobacter_thermautotrophicus_str._Delta_H	99.5	consensus	Evolved	#_contigs	692.0
Methanothermobacter_thermautotrophicus_str._Delta_H	99.5	strain	Ancestor	#_contigs	NA
Methanothermobacter_thermautotrophicus_str._Delta_H	99.5	strain	Evolved	#_contigs	390.0
Mycobacterium_avium_subsp._paratuberculosis	90.0	consensus	Ancestor	#_contigs	550.0
Mycobacterium_avium_subsp._paratuberculosis	90.0	consensus	Evolved	#_contigs	NA
Mycobacterium_avium_subsp._paratuberculosis	90.0	strain	Ancestor	#_contigs	550.0
Mycobacterium_avium_subsp._paratuberculosis	90.0	strain	Evolved	#_contigs	NA
Mycobacterium_avium_subsp._paratuberculosis	90.5	consensus	Ancestor	#_contigs	NA
Mycobacterium_avium_subsp._paratuberculosis	90.5	consensus	Evolved	#_contigs	553.0
Mycobacterium_avium_subsp._paratuberculosis	90.5	strain	Ancestor	#_contigs	NA
Mycobacterium_avium_subsp._paratuberculosis	90.5	strain	Evolved	#_contigs	553.0
Mycobacterium_avium_subsp._paratuberculosis	91.0	consensus	Ancestor	#_contigs	NA
Mycobacterium_avium_subsp._paratuberculosis	91.0	consensus	Evolved	#_contigs	686.0
Mycobacterium_avium_subsp._paratuberculosis	91.0	strain	Ancestor	#_contigs	NA
Mycobacterium_avium_subsp._paratuberculosis	91.0	strain	Evolved	#_contigs	686.0
Mycobacterium_avium_subsp._paratuberculosis	91.5	consensus	Ancestor	#_contigs	NA
Mycobacterium_avium_subsp._paratuberculosis	91.5	consensus	Evolved	#_contigs	987.0
Mycobacterium_avium_subsp._paratuberculosis	91.5	strain	Ancestor	#_contigs	NA
Mycobacterium_avium_subsp._paratuberculosis	91.5	strain	Evolved	#_contigs	987.0
Mycobacterium_avium_subsp._paratuberculosis	92.0	consensus	Ancestor	#_contigs	NA
Mycobacterium_avium_subsp._paratuberculosis	92.0	consensus	Evolved	#_contigs	1180.0
Mycobacterium_avium_subsp._paratuberculosis	92.0	strain	Ancestor	#_contigs	NA
Mycobacterium_avium_subsp._paratuberculosis	92.0	strain	Evolved	#_contigs	1179.0
Mycobacterium_avium_subsp._paratuberculosis	92.5	consensus	Ancestor	#_contigs	1610.0
Mycobacterium_avium_subsp._paratuberculosis	92.5	consensus	Evolved	#_contigs	NA
Mycobacterium_avium_subsp._paratuberculosis	92.5	strain	Ancestor	#_contigs	1610.0
Mycobacterium_avium_subsp._paratuberculosis	92.5	strain	Evolved	#_contigs	NA
Mycobacterium_avium_subsp._paratuberculosis	93.0	consensus	Ancestor	#_contigs	NA
Mycobacterium_avium_subsp._paratuberculosis	93.0	consensus	Evolved	#_contigs	2159.0
Mycobacterium_avium_subsp._paratuberculosis	93.0	strain	Ancestor	#_contigs	NA
Mycobacterium_avium_subsp._paratuberculosis	93.0	strain	Evolved	#_contigs	2158.0
Mycobacterium_avium_subsp._paratuberculosis	93.5	consensus	Ancestor	#_contigs	2744.0
Mycobacterium_avium_subsp._paratuberculosis	93.5	consensus	Evolved	#_contigs	NA
Mycobacterium_avium_subsp._paratuberculosis	93.5	strain	Ancestor	#_contigs	2737.0
Mycobacterium_avium_subsp._paratuberculosis	93.5	strain	Evolved	#_contigs	NA
Mycobacterium_avium_subsp._paratuberculosis	94.0	consensus	Ancestor	#_contigs	NA
Mycobacterium_avium_subsp._paratuberculosis	94.0	consensus	Evolved	#_contigs	3478.0
Mycobacterium_avium_subsp._paratuberculosis	94.0	strain	Ancestor	#_contigs	NA
Mycobacterium_avium_subsp._paratuberculosis	94.0	strain	Evolved	#_contigs	3474.0
Mycobacterium_avium_subsp._paratuberculosis	94.5	consensus	Ancestor	#_contigs	4285.0
Mycobacterium_avium_subsp._paratuberculosis	94.5	consensus	Evolved	#_contigs	NA
Mycobacterium_avium_subsp._paratuberculosis	94.5	strain	Ancestor	#_contigs	4267.0
Mycobacterium_avium_subsp._paratuberculosis	94.5	strain	Evolved	#_contigs	NA
Mycobacterium_avium_subsp._paratuberculosis	95.0	consensus	Ancestor	#_contigs	5283.0
Mycobacterium_avium_subsp._paratuberculosis	95.0	consensus	Evolved	#_contigs	NA
Mycobacterium_avium_subsp._paratuberculosis	95.0	strain	Ancestor	#_contigs	5250.0
Mycobacterium_avium_subsp._paratuberculosis	95.0	strain	Evolved	#_contigs	NA
Mycobacterium_avium_subsp._paratuberculosis	95.5	consensus	Ancestor	#_contigs	NA
Mycobacterium_avium_subsp._paratuberculosis	95.5	consensus	Evolved	#_contigs	6445.0
Mycobacterium_avium_subsp._paratuberculosis	95.5	strain	Ancestor	#_contigs	NA
Mycobacterium_avium_subsp._paratuberculosis	95.5	strain	Evolved	#_contigs	6378.0
Mycobacterium_avium_subsp._paratuberculosis	96.0	consensus	Ancestor	#_contigs	NA
Mycobacterium_avium_subsp._paratuberculosis	96.0	consensus	Evolved	#_contigs	7558.0
Mycobacterium_avium_subsp._paratuberculosis	96.0	strain	Ancestor	#_contigs	NA
Mycobacterium_avium_subsp._paratuberculosis	96.0	strain	Evolved	#_contigs	7403.0
Mycobacterium_avium_subsp._paratuberculosis	96.5	consensus	Ancestor	#_contigs	NA
Mycobacterium_avium_subsp._paratuberculosis	96.5	consensus	Evolved	#_contigs	8407.0
Mycobacterium_avium_subsp._paratuberculosis	96.5	strain	Ancestor	#_contigs	NA
Mycobacterium_avium_subsp._paratuberculosis	96.5	strain	Evolved	#_contigs	8078.0
Mycobacterium_avium_subsp._paratuberculosis	97.0	consensus	Ancestor	#_contigs	8885.0
Mycobacterium_avium_subsp._paratuberculosis	97.0	consensus	Evolved	#_contigs	NA
Mycobacterium_avium_subsp._paratuberculosis	97.0	strain	Ancestor	#_contigs	8244.0
Mycobacterium_avium_subsp._paratuberculosis	97.0	strain	Evolved	#_contigs	NA
Mycobacterium_avium_subsp._paratuberculosis	97.5	consensus	Ancestor	#_contigs	NA
Mycobacterium_avium_subsp._paratuberculosis	97.5	consensus	Evolved	#_contigs	8928.0
Mycobacterium_avium_subsp._paratuberculosis	97.5	strain	Ancestor	#_contigs	NA
Mycobacterium_avium_subsp._paratuberculosis	97.5	strain	Evolved	#_contigs	7840.0
Mycobacterium_avium_subsp._paratuberculosis	98.0	consensus	Ancestor	#_contigs	8095.0
Mycobacterium_avium_subsp._paratuberculosis	98.0	consensus	Evolved	#_contigs	NA
Mycobacterium_avium_subsp._paratuberculosis	98.0	strain	Ancestor	#_contigs	6464.0
Mycobacterium_avium_subsp._paratuberculosis	98.0	strain	Evolved	#_contigs	NA
Mycobacterium_avium_subsp._paratuberculosis	98.5	consensus	Ancestor	#_contigs	NA
Mycobacterium_avium_subsp._paratuberculosis	98.5	consensus	Evolved	#_contigs	5952.0
Mycobacterium_avium_subsp._paratuberculosis	98.5	strain	Ancestor	#_contigs	NA
Mycobacterium_avium_subsp._paratuberculosis	98.5	strain	Evolved	#_contigs	4229.0
Mycobacterium_avium_subsp._paratuberculosis	99.0	consensus	Ancestor	#_contigs	NA
Mycobacterium_avium_subsp._paratuberculosis	99.0	consensus	Evolved	#_contigs	3619.0
Mycobacterium_avium_subsp._paratuberculosis	99.0	strain	Ancestor	#_contigs	NA
Mycobacterium_avium_subsp._paratuberculosis	99.0	strain	Evolved	#_contigs	2273.0
Mycobacterium_avium_subsp._paratuberculosis	99.5	consensus	Ancestor	#_contigs	NA
Mycobacterium_avium_subsp._paratuberculosis	99.5	consensus	Evolved	#_contigs	1654.0
Mycobacterium_avium_subsp._paratuberculosis	99.5	strain	Ancestor	#_contigs	NA
Mycobacterium_avium_subsp._paratuberculosis	99.5	strain	Evolved	#_contigs	922.0
Mycobacterium_bovis	90.0	consensus	Ancestor	#_contigs	310.0
Mycobacterium_bovis	90.0	consensus	Evolved	#_contigs	201.0
Mycobacterium_bovis	90.0	strain	Ancestor	#_contigs	310.0
Mycobacterium_bovis	90.0	strain	Evolved	#_contigs	201.0
Mycobacterium_bovis	90.5	consensus	Ancestor	#_contigs	308.0
Mycobacterium_bovis	90.5	consensus	Evolved	#_contigs	202.0
Mycobacterium_bovis	90.5	strain	Ancestor	#_contigs	307.0
Mycobacterium_bovis	90.5	strain	Evolved	#_contigs	201.0
Mycobacterium_bovis	91.0	consensus	Ancestor	#_contigs	364.0
Mycobacterium_bovis	91.0	consensus	Evolved	#_contigs	258.0
Mycobacterium_bovis	91.0	strain	Ancestor	#_contigs	364.0
Mycobacterium_bovis	91.0	strain	Evolved	#_contigs	258.0
Mycobacterium_bovis	91.5	consensus	Ancestor	#_contigs	445.0
Mycobacterium_bovis	91.5	consensus	Evolved	#_contigs	344.0
Mycobacterium_bovis	91.5	strain	Ancestor	#_contigs	445.0
Mycobacterium_bovis	91.5	strain	Evolved	#_contigs	344.0
Mycobacterium_bovis	92.0	consensus	Ancestor	#_contigs	585.0
Mycobacterium_bovis	92.0	consensus	Evolved	#_contigs	482.0
Mycobacterium_bovis	92.0	strain	Ancestor	#_contigs	585.0
Mycobacterium_bovis	92.0	strain	Evolved	#_contigs	481.0
Mycobacterium_bovis	92.5	consensus	Ancestor	#_contigs	711.0
Mycobacterium_bovis	92.5	consensus	Evolved	#_contigs	623.0
Mycobacterium_bovis	92.5	strain	Ancestor	#_contigs	711.0
Mycobacterium_bovis	92.5	strain	Evolved	#_contigs	623.0
Mycobacterium_bovis	93.0	consensus	Ancestor	#_contigs	894.0
Mycobacterium_bovis	93.0	consensus	Evolved	#_contigs	818.0
Mycobacterium_bovis	93.0	strain	Ancestor	#_contigs	894.0
Mycobacterium_bovis	93.0	strain	Evolved	#_contigs	818.0
Mycobacterium_bovis	93.5	consensus	Ancestor	#_contigs	1148.0
Mycobacterium_bovis	93.5	consensus	Evolved	#_contigs	1087.0
Mycobacterium_bovis	93.5	strain	Ancestor	#_contigs	1147.0
Mycobacterium_bovis	93.5	strain	Evolved	#_contigs	1086.0
Mycobacterium_bovis	94.0	consensus	Ancestor	#_contigs	1445.0
Mycobacterium_bovis	94.0	consensus	Evolved	#_contigs	1384.0
Mycobacterium_bovis	94.0	strain	Ancestor	#_contigs	1444.0
Mycobacterium_bovis	94.0	strain	Evolved	#_contigs	1380.0
Mycobacterium_bovis	94.5	consensus	Ancestor	#_contigs	1850.0
Mycobacterium_bovis	94.5	consensus	Evolved	#_contigs	1795.0
Mycobacterium_bovis	94.5	strain	Ancestor	#_contigs	1848.0
Mycobacterium_bovis	94.5	strain	Evolved	#_contigs	1787.0
Mycobacterium_bovis	95.0	consensus	Ancestor	#_contigs	2293.0
Mycobacterium_bovis	95.0	consensus	Evolved	#_contigs	2280.0
Mycobacterium_bovis	95.0	strain	Ancestor	#_contigs	2279.0
Mycobacterium_bovis	95.0	strain	Evolved	#_contigs	2269.0
Mycobacterium_bovis	95.5	consensus	Ancestor	#_contigs	2796.0
Mycobacterium_bovis	95.5	consensus	Evolved	#_contigs	2803.0
Mycobacterium_bovis	95.5	strain	Ancestor	#_contigs	2773.0
Mycobacterium_bovis	95.5	strain	Evolved	#_contigs	2776.0
Mycobacterium_bovis	96.0	consensus	Ancestor	#_contigs	3302.0
Mycobacterium_bovis	96.0	consensus	Evolved	#_contigs	3312.0
Mycobacterium_bovis	96.0	strain	Ancestor	#_contigs	3236.0
Mycobacterium_bovis	96.0	strain	Evolved	#_contigs	3250.0
Mycobacterium_bovis	96.5	consensus	Ancestor	#_contigs	3737.0
Mycobacterium_bovis	96.5	consensus	Evolved	#_contigs	3749.0
Mycobacterium_bovis	96.5	strain	Ancestor	#_contigs	3605.0
Mycobacterium_bovis	96.5	strain	Evolved	#_contigs	3615.0
Mycobacterium_bovis	97.0	consensus	Ancestor	#_contigs	3975.0
Mycobacterium_bovis	97.0	consensus	Evolved	#_contigs	4007.0
Mycobacterium_bovis	97.0	strain	Ancestor	#_contigs	3737.0
Mycobacterium_bovis	97.0	strain	Evolved	#_contigs	3768.0
Mycobacterium_bovis	97.5	consensus	Ancestor	#_contigs	4086.0
Mycobacterium_bovis	97.5	consensus	Evolved	#_contigs	4107.0
Mycobacterium_bovis	97.5	strain	Ancestor	#_contigs	3631.0
Mycobacterium_bovis	97.5	strain	Evolved	#_contigs	3629.0
Mycobacterium_bovis	98.0	consensus	Ancestor	#_contigs	3732.0
Mycobacterium_bovis	98.0	consensus	Evolved	#_contigs	3761.0
Mycobacterium_bovis	98.0	strain	Ancestor	#_contigs	3063.0
Mycobacterium_bovis	98.0	strain	Evolved	#_contigs	3031.0
Mycobacterium_bovis	98.5	consensus	Ancestor	#_contigs	2816.0
Mycobacterium_bovis	98.5	consensus	Evolved	#_contigs	2809.0
Mycobacterium_bovis	98.5	strain	Ancestor	#_contigs	2070.0
Mycobacterium_bovis	98.5	strain	Evolved	#_contigs	2004.0
Mycobacterium_bovis	99.0	consensus	Ancestor	#_contigs	1632.0
Mycobacterium_bovis	99.0	consensus	Evolved	#_contigs	1650.0
Mycobacterium_bovis	99.0	strain	Ancestor	#_contigs	1015.0
Mycobacterium_bovis	99.0	strain	Evolved	#_contigs	1039.0
Mycobacterium_bovis	99.5	consensus	Ancestor	#_contigs	793.0
Mycobacterium_bovis	99.5	consensus	Evolved	#_contigs	794.0
Mycobacterium_bovis	99.5	strain	Ancestor	#_contigs	426.0
Mycobacterium_bovis	99.5	strain	Evolved	#_contigs	449.0
Mycobacterium_leprae	90.0	consensus	Ancestor	#_contigs	236.0
Mycobacterium_leprae	90.0	consensus	Evolved	#_contigs	126.0
Mycobacterium_leprae	90.0	strain	Ancestor	#_contigs	236.0
Mycobacterium_leprae	90.0	strain	Evolved	#_contigs	126.0
Mycobacterium_leprae	90.5	consensus	Ancestor	#_contigs	244.0
Mycobacterium_leprae	90.5	consensus	Evolved	#_contigs	136.0
Mycobacterium_leprae	90.5	strain	Ancestor	#_contigs	244.0
Mycobacterium_leprae	90.5	strain	Evolved	#_contigs	136.0
Mycobacterium_leprae	91.0	consensus	Ancestor	#_contigs	287.0
Mycobacterium_leprae	91.0	consensus	Evolved	#_contigs	182.0
Mycobacterium_leprae	91.0	strain	Ancestor	#_contigs	287.0
Mycobacterium_leprae	91.0	strain	Evolved	#_contigs	182.0
Mycobacterium_leprae	91.5	consensus	Ancestor	#_contigs	350.0
Mycobacterium_leprae	91.5	consensus	Evolved	#_contigs	242.0
Mycobacterium_leprae	91.5	strain	Ancestor	#_contigs	350.0
Mycobacterium_leprae	91.5	strain	Evolved	#_contigs	242.0
Mycobacterium_leprae	92.0	consensus	Ancestor	#_contigs	446.0
Mycobacterium_leprae	92.0	consensus	Evolved	#_contigs	348.0
Mycobacterium_leprae	92.0	strain	Ancestor	#_contigs	446.0
Mycobacterium_leprae	92.0	strain	Evolved	#_contigs	347.0
Mycobacterium_leprae	92.5	consensus	Ancestor	#_contigs	537.0
Mycobacterium_leprae	92.5	consensus	Evolved	#_contigs	446.0
Mycobacterium_leprae	92.5	strain	Ancestor	#_contigs	537.0
Mycobacterium_leprae	92.5	strain	Evolved	#_contigs	446.0
Mycobacterium_leprae	93.0	consensus	Ancestor	#_contigs	702.0
Mycobacterium_leprae	93.0	consensus	Evolved	#_contigs	609.0
Mycobacterium_leprae	93.0	strain	Ancestor	#_contigs	702.0
Mycobacterium_leprae	93.0	strain	Evolved	#_contigs	607.0
Mycobacterium_leprae	93.5	consensus	Ancestor	#_contigs	853.0
Mycobacterium_leprae	93.5	consensus	Evolved	#_contigs	781.0
Mycobacterium_leprae	93.5	strain	Ancestor	#_contigs	853.0
Mycobacterium_leprae	93.5	strain	Evolved	#_contigs	780.0
Mycobacterium_leprae	94.0	consensus	Ancestor	#_contigs	1071.0
Mycobacterium_leprae	94.0	consensus	Evolved	#_contigs	1009.0
Mycobacterium_leprae	94.0	strain	Ancestor	#_contigs	1068.0
Mycobacterium_leprae	94.0	strain	Evolved	#_contigs	1007.0
Mycobacterium_leprae	94.5	consensus	Ancestor	#_contigs	1397.0
Mycobacterium_leprae	94.5	consensus	Evolved	#_contigs	1339.0
Mycobacterium_leprae	94.5	strain	Ancestor	#_contigs	1391.0
Mycobacterium_leprae	94.5	strain	Evolved	#_contigs	1334.0
Mycobacterium_leprae	95.0	consensus	Ancestor	#_contigs	1686.0
Mycobacterium_leprae	95.0	consensus	Evolved	#_contigs	1654.0
Mycobacterium_leprae	95.0	strain	Ancestor	#_contigs	1676.0
Mycobacterium_leprae	95.0	strain	Evolved	#_contigs	1641.0
Mycobacterium_leprae	95.5	consensus	Ancestor	#_contigs	2036.0
Mycobacterium_leprae	95.5	consensus	Evolved	#_contigs	2007.0
Mycobacterium_leprae	95.5	strain	Ancestor	#_contigs	2019.0
Mycobacterium_leprae	95.5	strain	Evolved	#_contigs	1990.0
Mycobacterium_leprae	96.0	consensus	Ancestor	#_contigs	2406.0
Mycobacterium_leprae	96.0	consensus	Evolved	#_contigs	2430.0
Mycobacterium_leprae	96.0	strain	Ancestor	#_contigs	2361.0
Mycobacterium_leprae	96.0	strain	Evolved	#_contigs	2390.0
Mycobacterium_leprae	96.5	consensus	Ancestor	#_contigs	2706.0
Mycobacterium_leprae	96.5	consensus	Evolved	#_contigs	2696.0
Mycobacterium_leprae	96.5	strain	Ancestor	#_contigs	2626.0
Mycobacterium_leprae	96.5	strain	Evolved	#_contigs	2609.0
Mycobacterium_leprae	97.0	consensus	Ancestor	#_contigs	2928.0
Mycobacterium_leprae	97.0	consensus	Evolved	#_contigs	2970.0
Mycobacterium_leprae	97.0	strain	Ancestor	#_contigs	2756.0
Mycobacterium_leprae	97.0	strain	Evolved	#_contigs	2823.0
Mycobacterium_leprae	97.5	consensus	Ancestor	#_contigs	3019.0
Mycobacterium_leprae	97.5	consensus	Evolved	#_contigs	3079.0
Mycobacterium_leprae	97.5	strain	Ancestor	#_contigs	2711.0
Mycobacterium_leprae	97.5	strain	Evolved	#_contigs	2734.0
Mycobacterium_leprae	98.0	consensus	Ancestor	#_contigs	2816.0
Mycobacterium_leprae	98.0	consensus	Evolved	#_contigs	2843.0
Mycobacterium_leprae	98.0	strain	Ancestor	#_contigs	2320.0
Mycobacterium_leprae	98.0	strain	Evolved	#_contigs	2339.0
Mycobacterium_leprae	98.5	consensus	Ancestor	#_contigs	2184.0
Mycobacterium_leprae	98.5	consensus	Evolved	#_contigs	2205.0
Mycobacterium_leprae	98.5	strain	Ancestor	#_contigs	1630.0
Mycobacterium_leprae	98.5	strain	Evolved	#_contigs	1617.0
Mycobacterium_leprae	99.0	consensus	Ancestor	#_contigs	1397.0
Mycobacterium_leprae	99.0	consensus	Evolved	#_contigs	1426.0
Mycobacterium_leprae	99.0	strain	Ancestor	#_contigs	922.0
Mycobacterium_leprae	99.0	strain	Evolved	#_contigs	894.0
Mycobacterium_leprae	99.5	consensus	Ancestor	#_contigs	648.0
Mycobacterium_leprae	99.5	consensus	Evolved	#_contigs	649.0
Mycobacterium_leprae	99.5	strain	Ancestor	#_contigs	360.0
Mycobacterium_leprae	99.5	strain	Evolved	#_contigs	358.0
Mycobacterium_tuberculosis_CDC1551	90.0	consensus	Ancestor	#_contigs	405.0
Mycobacterium_tuberculosis_CDC1551	90.0	consensus	Evolved	#_contigs	299.0
Mycobacterium_tuberculosis_CDC1551	90.0	strain	Ancestor	#_contigs	405.0
Mycobacterium_tuberculosis_CDC1551	90.0	strain	Evolved	#_contigs	299.0
Mycobacterium_tuberculosis_CDC1551	90.5	consensus	Ancestor	#_contigs	395.0
Mycobacterium_tuberculosis_CDC1551	90.5	consensus	Evolved	#_contigs	289.0
Mycobacterium_tuberculosis_CDC1551	90.5	strain	Ancestor	#_contigs	395.0
Mycobacterium_tuberculosis_CDC1551	90.5	strain	Evolved	#_contigs	289.0
Mycobacterium_tuberculosis_CDC1551	91.0	consensus	Ancestor	#_contigs	471.0
Mycobacterium_tuberculosis_CDC1551	91.0	consensus	Evolved	#_contigs	359.0
Mycobacterium_tuberculosis_CDC1551	91.0	strain	Ancestor	#_contigs	471.0
Mycobacterium_tuberculosis_CDC1551	91.0	strain	Evolved	#_contigs	359.0
Mycobacterium_tuberculosis_CDC1551	91.5	consensus	Ancestor	#_contigs	553.0
Mycobacterium_tuberculosis_CDC1551	91.5	consensus	Evolved	#_contigs	449.0
Mycobacterium_tuberculosis_CDC1551	91.5	strain	Ancestor	#_contigs	553.0
Mycobacterium_tuberculosis_CDC1551	91.5	strain	Evolved	#_contigs	449.0
Mycobacterium_tuberculosis_CDC1551	92.0	consensus	Ancestor	#_contigs	651.0
Mycobacterium_tuberculosis_CDC1551	92.0	consensus	Evolved	#_contigs	553.0
Mycobacterium_tuberculosis_CDC1551	92.0	strain	Ancestor	#_contigs	651.0
Mycobacterium_tuberculosis_CDC1551	92.0	strain	Evolved	#_contigs	553.0
Mycobacterium_tuberculosis_CDC1551	92.5	consensus	Ancestor	#_contigs	824.0
Mycobacterium_tuberculosis_CDC1551	92.5	consensus	Evolved	#_contigs	726.0
Mycobacterium_tuberculosis_CDC1551	92.5	strain	Ancestor	#_contigs	823.0
Mycobacterium_tuberculosis_CDC1551	92.5	strain	Evolved	#_contigs	725.0
Mycobacterium_tuberculosis_CDC1551	93.0	consensus	Ancestor	#_contigs	1054.0
Mycobacterium_tuberculosis_CDC1551	93.0	consensus	Evolved	#_contigs	980.0
Mycobacterium_tuberculosis_CDC1551	93.0	strain	Ancestor	#_contigs	1054.0
Mycobacterium_tuberculosis_CDC1551	93.0	strain	Evolved	#_contigs	980.0
Mycobacterium_tuberculosis_CDC1551	93.5	consensus	Ancestor	#_contigs	1270.0
Mycobacterium_tuberculosis_CDC1551	93.5	consensus	Evolved	#_contigs	1212.0
Mycobacterium_tuberculosis_CDC1551	93.5	strain	Ancestor	#_contigs	1270.0
Mycobacterium_tuberculosis_CDC1551	93.5	strain	Evolved	#_contigs	1211.0
Mycobacterium_tuberculosis_CDC1551	94.0	consensus	Ancestor	#_contigs	1604.0
Mycobacterium_tuberculosis_CDC1551	94.0	consensus	Evolved	#_contigs	1550.0
Mycobacterium_tuberculosis_CDC1551	94.0	strain	Ancestor	#_contigs	1600.0
Mycobacterium_tuberculosis_CDC1551	94.0	strain	Evolved	#_contigs	1548.0
Mycobacterium_tuberculosis_CDC1551	94.5	consensus	Ancestor	#_contigs	2070.0
Mycobacterium_tuberculosis_CDC1551	94.5	consensus	Evolved	#_contigs	2010.0
